"ASIN","Locale","Image","Title","Bought in past month","Buy Box: Current","Amazon: Current","Buy Box: 90 days avg.","Buy Box: 90 days drop %","New Offer Count: Current","Sales Rank: 90 days avg.","Sales Rank: 90 days drop %","Sales Rank: Drops last 90 days","Sales Rank: Reference","Sales Rank: Display Group","Sales Rank: Subcategory Sales Ranks","Sales Rank: Current","90 days change % monthly sold","Return Rate","Reviews: Rating","Reviews: Rating Count","Reviews: Rating Count - 90 days drop %","Reviews: Review Count - Format Specific","Last Price Change","Buy Box: Stock","Buy Box: 90 days OOS","Buy Box: Buy Box Seller","Buy Box: Shipping Country","Buy Box: Strikethrough Price","Buy Box: % Amazon 90 days","Buy Box: % Top Seller 90 days","Buy Box: Winner Count 90 days","Buy Box: Standard Deviation 90 days","Buy Box: Flipability 90 days","Buy Box: Is FBA","Buy Box: Unqualified","Buy Box: Prime Eligible","Buy Box: Subscribe & Save","Amazon: 90 days avg.","Amazon: 90 days drop %","Amazon: Stock","Amazon: 90 days OOS","New: Current","New: 90 days avg.","New: 90 days drop %","New: 90 days OOS","New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Stock","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","New, 3rd Party FBM: Current","New, 3rd Party FBM: 90 days avg.","New, 3rd Party FBM: 90 days drop %","New, 3rd Party FBM: Stock","New, Prime exclusive: Current","New, Prime exclusive: 90 days avg.","New, Prime exclusive: 90 days drop %","Lightning Deals: Current","Buy Box Used: Current","Buy Box Used: 90 days avg.","Buy Box Used: 90 days drop %","Buy Box Used: Buy Box Used Seller","Buy Box Used: Is FBA","Buy Box Used: Condition","Used: Current","Used: 90 days avg.","Used: 90 days drop %","Used: 90 days OOS","Used, like new: Current","Used, like new: 90 days avg.","Used, like new: 90 days drop %","Used, very good: Current","Used, very good: 90 days avg.","Used, very good: 90 days drop %","Used, good: Current","Used, good: 90 days avg.","Used, good: 90 days drop %","Used, acceptable: Current","Used, acceptable: 90 days avg.","Used, acceptable: 90 days drop %","Warehouse Deals: Current","Warehouse Deals: 90 days avg.","Warehouse Deals: 90 days drop %","List Price: Current","List Price: 90 days avg.","List Price: 90 days drop %","eBay New: Current","eBay New: 90 days avg.","eBay New: 90 days drop %","eBay Used: Current","eBay Used: 90 days avg.","eBay Used: 90 days drop %","Total Offer Count","New Offer Count: 90 days avg.","Used Offer Count: Current","Used Offer Count: 90 days avg.","Tracking since","Listed since","URL: URL slug","Categories: Root","Categories: Sub","Categories: Tree","Website Display Group: Name","Product Codes: UPC","Product Codes: EAN","Product Codes: GTIN","Product Codes: PartNumber","Parent ASIN","Freq. Bought Together","Type","Manufacturer","Brand","Brand Store Name","Brand Store URL Name","Model","Variation Attributes","Color","Size","Unit Details: Unit Value","Unit Details: Unit Type","Scent","Item Form","Pattern","Style","Material","Item Type","Target Audience","Recommended Uses","Specific Uses","Product Benefit","Edition","Format","Author","Contributors","Binding","Number of Items","Number of Pages","Publication Date","Release Date","Languages","Videos: Video Count","Videos: Has Main Video","Videos: Main Videos","Videos: Additional Videos","A+ Content: Has A+ Content","Package: Dimension (cm³)","Package: Weight (g)","Package: Quantity","Item: Dimension (cm³)","Item: Weight (g)","Included Components","Ingredients","Active Ingredients","Special Ingredients","Safety Warning","Batteries Required","Batteries Included","Hazardous Materials","Is HazMat","Is heat sensitive","Adult Product","Is Merch on Demand","Trade-In Eligible","Deals: Deal Type","Deals: Badge","One Time Coupon: Absolute","One Time Coupon: Percentage","One Time Coupon: Subscribe & Save %","Business Discount: Percentage"
"B0DFMPJBSG","co.uk","https://m.media-amazon.com/images/I/81Q-p7mMnOL.jpg;https://m.media-amazon.com/images/I/619Hhu33vUL.jpg;https://m.media-amazon.com/images/I/612vGkzehOL.jpg;https://m.media-amazon.com/images/I/51cnFD4UlFL.jpg;https://m.media-amazon.com/images/I/81UNnlLlwmL.jpg;https://m.media-amazon.com/images/I/81DHvDFsfrL.jpg;https://m.media-amazon.com/images/I/71fDzEzDt+L.jpg","Hy-Pro Adjustable Height Net – 3-5.2 FT Height, 4M Width, Versatile Badminton, Volleyball, Pickleball, Tennis Net with Portable Design, Durable Frame, Quick Set-Up, for Kids and Adults","","44.99","44.99","44.72","-1 %","2","59602","-35 %","14","Sports & Outdoors","sports_display_on_website","# 33 | Top 0.16% | Badminton Nets","80745","","","3.8","24","-4 %","12","2026/03/21 02:12","1000","0 %","Amazon","","-","100 %","100 %","1","0.88","4","yes","no","yes","no","44.72","-1 %","1000","0 %","44.99","44.72","-1 %","0 %","","","","1","4.80","15 %","6.75","58.61","55.63","-5 %","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","50.00","50.00","0 %","","","","","","","2","2","","","2024/09/04","2024/08/29","Hy-Pro-Adjustable-Height-Net-Recreational","Sports & Outdoors","Nets, Hy-Pro, Badminton","Sports & Outdoors › Sports › Badminton › Nets","Sports","","5037970100060","","","B0DFMNDZRF","","SPORT_NET","Hy-Pro International","Hy-Pro","Hy-Pro","Hy-Pro","HP10006","Size: 4 Metre;","Black","4 Metre","","","","","","","Alloy Steel","","","Tennis","","","","","","","","","","","","","0","no","","","yes","18079","3580","1","48000","3800","Height Adjustable Net","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0BZM2T93K","co.uk","https://m.media-amazon.com/images/I/61GcQedQ1-L.jpg;https://m.media-amazon.com/images/I/61cyNjInP7L.jpg;https://m.media-amazon.com/images/I/51SbT8fCW8L.jpg;https://m.media-amazon.com/images/I/51TLFFlo4oL.jpg","Babolat B Fly 23 Junior Tennis Racket","","30.99","","32.53","5 %","4","118485","28 %","6","Sports & Outdoors","sports_display_on_website","# 171 | Top 1.02% | Tennis Racquets","85424","","","4.7","24","","8","2026/02/26 08:24","56","0 %","TradeINN (57%) / A1JTB2R3QULPAM","ES","32.99","0 %","66 %","4","2.07","40","no","no","no","no","","","","100 %","30.99","28.19","-10 %","0 %","","","","","3.71","15 %","4.65","","31.74","","59","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","32.99","32.99","0 %","","","","","","","4","5","","","2023/06/18","2023/03/26","Babolat-Protective-Lightweight-Beginners-Integrated","Sports & Outdoors","Racquets, Tennis & Rackets Sports","Sports & Outdoors › Sports › Tennis › Racquets","Sports","","3324922024928","03324922024928","2","B0FK2LLPWP","","SPORT_RACKET","Babolat","Babolat","","","140486","Size: One Size; Color: White / Pink;","White / Pink","One Size","","","","","","tennis","Aluminium","","","","","","","","","","","1","","","2025-04-14","French: Original Language","0","no","","","no","8163","330","1","","365","1 item","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0F1MZJ9XW","co.uk","https://m.media-amazon.com/images/I/51ipi-q2ZoL.jpg;https://m.media-amazon.com/images/I/71b5qcyQs-L.jpg;https://m.media-amazon.com/images/I/71ctp29po+L.jpg;https://m.media-amazon.com/images/I/51DipVaRarL.jpg;https://m.media-amazon.com/images/I/81oQjwFIp0L.jpg;https://m.media-amazon.com/images/I/71X0Gpm5Z-L.jpg;https://m.media-amazon.com/images/I/61H4A6x8GuL.jpg;https://m.media-amazon.com/images/I/617IKBIjcxL.jpg;https://m.media-amazon.com/images/I/61qeP1qVw+L.jpg","ReachMall Tennis Racket Sling Bag, Tennis Crossbody Backpack, Water Resistant Quilted Padel Racket Shoulder Bag, Lightweight Racquet Bags for Women(Beige)","","25.59","","26.21","2 %","1","89901","-53 %","12","Sports & Outdoors","sports_display_on_website","# 194 | Top 0.29% | Tennis Bags","137376","","","5","1","","-","2026/02/23 11:40","961","0 %","ReachMall (55%) / AJK67JD5F6D1Q","CN","25.28","0 %","100 %","1","0.56","8","no","no","no","no","","","","100 %","25.59","25.51","0 %","0 %","","","","","-","","-","","26.22","","961","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","25.28","25.28","0 %","","","","","","","1","1","","","2025/05/31","2025/03/17","Crossbody-Backpack-Resistant-Shoulder-Lightweight","Sports & Outdoors","Bags, Tennis Bags & Covers","Sports & Outdoors › Sports › Tennis › Bags","Sports","","","","2MK3FXDT4JE2359AK7AH3AE","B0F1MYYNF5","","SPORT_EQUIPMENT_BAG_CASE","ReachMall","ReachMall","","","2MK3FXDT4JE2359AK7AH3AE","Size: Beige;","As Picture Show","Beige","","","","","","Elegant","Polyester","","","","","","","","","","","","","","","","0","no","","","no","","","","4620","504","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B004YJ204M","co.uk","https://m.media-amazon.com/images/I/61UFn94FZKL.jpg;https://m.media-amazon.com/images/I/51sPj+3oDSL.jpg;https://m.media-amazon.com/images/I/514zrtAIUFL.jpg;https://m.media-amazon.com/images/I/51UKNcS32JL.jpg;https://m.media-amazon.com/images/I/41KbtvYibTL.jpg;https://m.media-amazon.com/images/I/41DdY8u2+1L.jpg;https://m.media-amazon.com/images/I/81EC-AFv-ML.jpg","MVP Sport Leadbetter Men's Correct Grip Glove, Extra Large","","","","22.80","","","148302","-14 %","1","Sports & Outdoors","sports_display_on_website","# 545 | Top 1.04% | Golf Gloves","169414","","","3.5","28","","-","2026/03/21 20:42","","0 %","-","","-","0 %","100 %","1","-","8","no","yes","no","no","","","","100 %","","22.80","","0 %","","","","","1.89","15 %","-","","22.80","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","18.99","18.99","0 %","","","","","","","0","1","","","2012/02/01","2011/04/15","Leadbetter-Mens-Correct-Grip-Glove","Sports & Outdoors","Gloves, Gloves","Sports & Outdoors › Sports › Golf › Gloves","Sports","854505003109","0854505003109","00854505003109","GLLB5XL","B0052CVEOM","","SPORT_ACTIVITY_GLOVE","Leadbetter","MVP Sport","","","854505003109","Size: XL;","Black","XL","","","","","","Sturdy","Leather","","","","","","","","","","","","","","","","0","no","","","no","280","59","1","288","46","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B096N8P6TB","co.uk","https://m.media-amazon.com/images/I/51uLVH4BzML.jpg;https://m.media-amazon.com/images/I/51re11MfEpL.jpg;https://m.media-amazon.com/images/I/41S+uUuAK8L.jpg","Srixon SRX Cabretta Wht LH XL, White, 12106994","","25.70","","21.84","-18 %","1","198307","51 %","2","Sports & Outdoors","sports_display_on_website","# 375 | Top 3% | Golf Gloves","97524","","","4.4","103","-6 %","12","2026/03/21 20:42","132","13 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","23 %","64 %","2","4.62","7","no","no","no","no","14.23","","","78 %","25.70","19.31","-33 %","0 %","","","","","1.89","14.99 %","3.85","25.70","23.18","-11 %","132","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2021/08/18","2021/06/04","Srixon-SRX-Cabretta-Golf-Glove","Sports & Outdoors","Gloves, Gloves","Sports & Outdoors › Sports › Golf › Gloves","Sports","653427106994","0653427106994","","12106994","B0BHQY2KKR","","SPORT_ACTIVITY_GLOVE","Srixon","Srixon","Srixon","Srixon","12106994","Size: XL; HandOrientation: Left;","White","XL","","","","","Solid","Classic","Leather","","","","","","","","","","","","","","2021-06-04","","0","no","","","no","199","43","1","386","28","Keine","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0BFRWYG4Q","co.uk","https://m.media-amazon.com/images/I/61ynTYXdwTL.jpg;https://m.media-amazon.com/images/I/71sy0WsCAkL.jpg;https://m.media-amazon.com/images/I/71uKEUt6bWL.jpg;https://m.media-amazon.com/images/I/71KnF6P6O4L.jpg;https://m.media-amazon.com/images/I/71I8tvia-oL.jpg;https://m.media-amazon.com/images/I/71hMFzFli7L.jpg","Callaway Golf 2023 Thermal Mittens, Pair, Black","10","35.85","35.85","37.49","4 %","4","36294","-104 %","40","Sports & Outdoors","sports_display_on_website","# 299 | Top 0.8% | Golf Gloves","73912","76 %","","4.8","76","","28","2026/03/21 17:04","26","6 %","Amazon","","-","93 %","93 %","2","3.24","46","yes","no","yes","no","37.53","4 %","26","0 %","35.85","37.72","5 %","0 %","","","","27","3.03","15.01 %","5.38","","42.67","","6","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","35.00","40.32","13 %","","","","","","","4","3","","","2022/10/11","2022/10/11","Callaway-Unisex-Thermal-Fleece-Mittens","Sports & Outdoors","Gloves, Gloves","Sports & Outdoors › Sports › Golf › Gloves","Sports","194518754804","0194518754804","","5323002","B0GR12RZCD","B08GCT8SXZ","SPORT_ACTIVITY_GLOVE","Callaway","Callaway","Callaway","CallawayGolf","5323002","Color: Black;","Black","One Size","","","","","Solid","Winter/Thermal Gloves","Polyester","","","","","","","","","","","","","","","","1","yes","[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/61BRE-dMGzL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4869682e-8a55-476c-8263-bb782b933703/default.vertical.jobtemplate.hls.m3u8""}]","","yes","4734","209","1","1645","208","2 x Thermal Mittens","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0FLK4TVPR","co.uk","https://m.media-amazon.com/images/I/71K5hC1DzjL.jpg;https://m.media-amazon.com/images/I/81xKepkRmQL.jpg;https://m.media-amazon.com/images/I/81Nxc2oz+RL.jpg;https://m.media-amazon.com/images/I/81sHnHhnGAL.jpg;https://m.media-amazon.com/images/I/71QRFILo+aL.jpg;https://m.media-amazon.com/images/I/71A1u2kuDhL.jpg;https://m.media-amazon.com/images/I/7149+twWmZL.jpg","Laaorr Golf Putting Mat 87""(220cm) with Return Track Putting Mat Indoor Golf Practice in Gift Box Green Putting Mat Portable for Home Office and Outdoor Backyard Garden","","22.99","","22.40","-3 %","1","46841","-58 %","19","Sports & Outdoors","sports_display_on_website","# 100 | Top 0.42% | Golf Mats","74001","99 %","","4.6","8","","-","2026/03/09 00:56","5","15 %","Maihao-US (100%) / A3RRX3C5RWO9CJ","","-","0 %","86 %","1","1.30","63","yes","no","yes","no","","","","100 %","22.99","22.31","-3 %","10 %","","22.55","","5","3.56","15.01 %","3.45","","","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","27.99","27.99","0 %","","","","","","","1","1","","","2025/09/19","2025/08/07","Laaorr-Putting-Practice-Portable-Backyard","Sports & Outdoors","Golf Mats, Training Equipment","Sports & Outdoors › Sports › Golf › Training Equipment › Golf Mats","Sports","","","","","","B0D59NSRTJ","GOLF_PRACTICE_MAT","Laaorr","Laaorr","","","","","green","regular","","","","","","","flannel","","","","","","","","","","","","","","","","1","yes","[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/51PUHpeayeL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fc83cc0d-ab78-4ffe-be3b-74a1a6958366/default.jobtemplate.hls.m3u8""}]","","yes","19760","920","","","","base","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0C7ZPKJD2","co.uk","https://m.media-amazon.com/images/I/51B7i+ECh+L.jpg;https://m.media-amazon.com/images/I/61iKGUCR4UL.jpg;https://m.media-amazon.com/images/I/71SRt5fV4nL.jpg;https://m.media-amazon.com/images/I/51cbRtSjMZL.jpg;https://m.media-amazon.com/images/I/51bJAKme2XL.jpg","Kirkland Signature Golf Gloves, Sizes M-L - Pack of 4","","32.49","","32.44","0 %","3","149965","64 %","4","Sports & Outdoors","sports_display_on_website","# 223 | Top 2% | Golf Gloves","54045","","","5","2","","-","2026/03/21 20:42","3","11 %","Bright Ideas GB (85%) / A2G5QWFW3853ZU","GB","-","0 %","72 %","2","0.06","8","no","no","no","no","","","","100 %","32.49","32.36","0 %","0 %","","","","82","3.01","14.99 %","4.87","","32.45","","34","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","47.99","47.99","0 %","","","","","","","3","3","","","2023/06/24","2023/06/14","KIRKLAND-SIGNATURE-Golf-Gloves-Sizes","Sports & Outdoors","Gloves, Gloves","Sports & Outdoors › Sports › Golf › Gloves","Sports","096619120765","0096619120765","","","","","SPORT_ACTIVITY_GLOVE","Kirkland","KIRKLAND","","","","","White","M","","","","","Solid","","Leather","","","","","","","","","","","","","","2023-06-14","English: Original Language","0","no","","","no","2647","250","1","","100","Gloves","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0BV3DZK2R","co.uk","https://m.media-amazon.com/images/I/61oiYjmbVgL.jpg;https://m.media-amazon.com/images/I/31tWHia3LNL.jpg;https://m.media-amazon.com/images/I/41PibKUTMyL.jpg;https://m.media-amazon.com/images/I/31Mq0oxfS3L.jpg;https://m.media-amazon.com/images/I/51QcMdFposL.jpg;https://m.media-amazon.com/images/I/51zzTedfVzL.jpg;https://m.media-amazon.com/images/I/51-Ga-AMioL.jpg","Butterfly Timo Boll Sapphire Table Tennis Bat","","28.91","28.91","29.24","1 %","2","111761","34 %","6","Sports & Outdoors","sports_display_on_website","# 41 | Top 1.17% | Table Tennis Shake Hands Grips","74059","","","2","2","","-","2026/03/20 11:12","14","0 %","Amazon","","29.80","100 %","100 %","1","1.31","40","yes","no","yes","no","29.24","1 %","14","0 %","28.91","29.24","1 %","0 %","","","","","2.10","15 %","4.34","","29.80","","10","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","29.99","29.99","0 %","","","","","","","2","2","","","2023/02/10","2023/03/09","Butterfly-Sapphire-Table-Tennis-black","Sports & Outdoors","Shake Hands Grips, Table Tennis","Sports & Outdoors › Sports › Table Tennis › Bats › Shake Hands Grips","Sports","","4001078851866","","","","","SPORT_RACKET","Butterfly","Butterfly","Butterfly","ButterflyTableTennis","","","Red/black/Blue","Level 3/Gold","","","","","","","Wood","","","","","","","","","","","","","","","","0","no","","","no","658","174","1","476","139","Table Tennis Bat","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B017BDU698","co.uk","https://m.media-amazon.com/images/I/61u-0KZ5buL.jpg;https://m.media-amazon.com/images/I/71OYmt0dCxL.jpg;https://m.media-amazon.com/images/I/71wh3hJNlwL.jpg;https://m.media-amazon.com/images/I/81jVk9zuelL.jpg;https://m.media-amazon.com/images/I/81kST3ov4dL.jpg;https://m.media-amazon.com/images/I/81hBpLPq+SL.jpg","Donic-Schildkröt Waldner 1000 Table Tennis Bat, ABP Handle, Sponge 2.1 mm, Easy-Slick Pad - ITTF, 751801,Multi","","53.38","53.38","47.19","-13 %","4","150350","28 %","5","Sports & Outdoors","sports_display_on_website","# 59 | Top 0.95% | Table Tennis Shake Hands Grips","108920","","","4.3","263","","66","2026/03/18 17:32","","0 %","Amazon","","-","100 %","100 %","1","2.71","20","yes","no","yes","yes","47.12","-13 %","","0 %","53.38","47.12","-13 %","0 %","","","","","2.16","15.01 %","8.01","","49.93","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","61.94","61.94","0 %","","","0 %","","","","4","3","","","2017/02/28","2015/11/07","Donic-Schildkröt-Tischtennisschläger-Waldner-ABP-Griff-Schwamm","Sports & Outdoors","Shake Hands Grips, Table Tennis","Sports & Outdoors › Sports › Table Tennis › Bats › Shake Hands Grips","Sports","","4000885518016","04000885518016","751801","B0CBN3NK7F","B00MGI0TKU","SPORT_RACKET","Donic-Schildkröt","Schildkröt","","","751801","PatternName: Single;","Multi-Coloured - Holz/Natur","751801","","","","","Single","Waldner 1000","Wood","","","","","","","","","","","","","","","English","0","no","","","yes","977","230","1","42875","198","bat","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0CNCG9RPQ","co.uk","https://m.media-amazon.com/images/I/71VcNwjderL.jpg;https://m.media-amazon.com/images/I/81a2l1OUwPL.jpg;https://m.media-amazon.com/images/I/81Ruy6FGvYL.jpg;https://m.media-amazon.com/images/I/81LvI3-I7jL.jpg;https://m.media-amazon.com/images/I/91tT4qeWmAL.jpg;https://m.media-amazon.com/images/I/81luzKTFshL.jpg;https://m.media-amazon.com/images/I/912NZNDpa5L.jpg;https://m.media-amazon.com/images/I/71cyKsWoFZL.jpg","Golf Training Mat, LIBERRWAY Golf Mat Analysis Swing Path with 1 Replacement, Outdoor/Indoor Golf Swing Trainer Portable Golf Practice Mat for Improving Swing Accuracy and Distance","","35.99","","35.90","0 %","1","61055","-21 %","22","Sports & Outdoors","sports_display_on_website","# 101 | Top 0.51% | Golf Mats","74170","","","4","107","0 %","-","2026/03/21 18:40","5","0 %","ZHIAOTECK-UK (100%) / A1Y7V95OOIKW6S","","35.99","0 %","100 %","1","0.55","15","yes","no","yes","yes","","","","100 %","35.99","35.90","0 %","0 %","35.99","35.99","0 %","5","3.26","15 %","5.40","","","","","","30.59","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","44.99","44.99","0 %","","","","","","","1","1","","","2024/02/23","2024/02/21","Training-LIBERRWAY-Analysis-Replacement-Improving","Sports & Outdoors","Golf Mats, Training Equipment","Sports & Outdoors › Sports › Golf › Training Equipment › Golf Mats","Sports","","","","","","","GOLF_PRACTICE_MAT","LIBERRWAY","LIBERRWAY","LIBERRWAY","LIBERRWAY","","","Green","16""*12""*0.6""","","","","","","","Rubber","","","","","","","","","","","","","","","","1","yes","[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/91ARGCWPhdL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fd3149a0-b5e6-4811-8b63-d378a69a1f92/default.jobtemplate.hls.m3u8""}]","","yes","3983","1300","","1896","1250","1* Golf Impact Mat, 1* Extral Replaceable velvet mat","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B088K78CGT","co.uk","https://m.media-amazon.com/images/I/51IcuZCmTjL.jpg;https://m.media-amazon.com/images/I/51CxsvIxQNL.jpg;https://m.media-amazon.com/images/I/315tmFTo5DL.jpg;https://m.media-amazon.com/images/I/41TeHaXihYL.jpg","Caddy Club Golf – Liverpoo Retro Regular Putter Cover – Classic Football Club Designs – Premium Stitching, Durable Lining – Multiple Designs","","27.99","","27.99","0 %","1","33775","-121 %","10","Sports & Outdoors","sports_display_on_website","# 131 | Top 0.8% | Golf Putter Head Covers","74506","","","4.7","13","","-","2026/03/02 07:12","12","22 %","Caddy Club Golf (50%) / A1VB5U0JKPKDK3","","-","0 %","78 %","1","-","8","yes","no","yes","no","","","","100 %","27.99","27.99","0 %","18 %","","27.99","","12","3.48","15.01 %","4.20","","","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2024/01/03","2023/12/21","Caddy-Club-Liverpool-Headcovers-Accessories","Sports & Outdoors","Putters, Accessories","Sports & Outdoors › Sports › Golf › Accessories › Head Covers › Putters","Sports","","5061040250362","","OUTdoorscaps574-Gray-48","B0G49TJHG9","B0BRQNN1HM","GOLF_CLUB_COVER","Caddy Club","Caddy Club","","","OUTdoorscaps574","Style: Regular Putter Headcover;","Red and White","Putter","1","","","","Solid","Regular Putter Headcover","Polyurethane","","","","","","","","","","","","","","","","0","no","","","yes","7232","120","","14","","Manufactured using the finest tour approved synthetic leather, our driver covers feature: Quality Construction Tour approved synthetic PU Leather Unique Design","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B07BLXVVZ9","co.uk","https://m.media-amazon.com/images/I/61KpaS-hx7L.jpg;https://m.media-amazon.com/images/I/61Z2ml3V3uL.jpg","TaylorMade Unisex 5 Wood Golf Headcover, Black/White, One Size UK","","25.00","","23.81","-5 %","1","102811","4 %","6","Sports & Outdoors","sports_display_on_website","# 165 | Top 0.79% | Golf Putter Head Covers","99117","","","4.6","1536","","10","2026/03/09 11:20","","45 %","AFOREDABLEGOLFLTD (74%) / A1XYUJ7TWUZR13","GB","-","0 %","80 %","2","2.40","53","no","no","no","no","","","","100 %","25.00","24.00","-4 %","34 %","","","","","2.97","15 %","3.75","","24.00","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","19.99","19.99","0 %","","","","","","","1","1","","","2018/08/04","2018/03/21","TaylorMade-Golf-Club-Headcovers","Sports & Outdoors","Putters, Accessories","Sports & Outdoors › Sports › Golf › Accessories › Head Covers › Putters","Sports","","4053509688237","04053509688237","M7110701","B07KYQDJNK","B0C6F6G1M5","GOLF_CLUB_COVER","TaylorMade","TaylorMade","TaylorMade","TaylorMadeGolfUK","M7110701","Style: 5-Wood; PatternName: Single;","Black/White","One Size","1","","","","Single","5-Wood","Faux Leather","","","","","","","","","","","","","","","","0","no","","","yes","2347","180","1","410","130","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0D876XZLJ","co.uk","https://m.media-amazon.com/images/I/61vfUtpFfLL.jpg;https://m.media-amazon.com/images/I/81EGKqLStRL.jpg;https://m.media-amazon.com/images/I/713qxgWLUKL.jpg;https://m.media-amazon.com/images/I/81bGvvFd9jL.jpg;https://m.media-amazon.com/images/I/61JV+XeW-3L.jpg;https://m.media-amazon.com/images/I/71BP76WSCRL.jpg;https://m.media-amazon.com/images/I/61veFcGvJIL.jpg","FourRoar Pink 7-Layer Ping Pong Bat | Ping Pong Racket for Players of All Levels | Includes 1 Bag to Store the Paddle and 1 Ball","","24.99","","24.99","0 %","1","143910","29 %","3","Sports & Outdoors","sports_display_on_website","# 54 | Top 1.3% | Table Tennis Shake Hands Grips","101626","","","4.6","34","","-","2026/03/06 05:28","63","32 %","PlaySay (0%) / AX5YT1T8NU2FM","","-","0 %","69 %","1","-","8","yes","no","yes","no","","","","100 %","29.48","26.23","-12 %","31 %","","24.99","","63","2.90","15.01 %","3.75","","","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","24.99","24.99","0 %","","","","","","","1","1","","","2024/08/02","2024/07/31","FourRoar-7-Layer-Racket-Players-Levels","Sports & Outdoors","Shake Hands Grips, Table Tennis","Sports & Outdoors › Sports › Table Tennis › Bats › Shake Hands Grips","Sports","074152740855","0074152740855","","1 pièce","B0FKZ8GB1D","","SPORT_RACKET","PlaySay","FourRoar","FourRoar","FourRoar","1 pièce","Color: Pink;","Pink","M","","","","","","","Wood","","","","","","","","","","","1","","","","","0","no","","","yes","2869","280","1","38","","1 ball and 1 bag","","","","","no","no","","no","no","no","no","no","","","-","","",""
