ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN
B07JYN21MW,"Wolf of Wilderness Soft “High Valley” - Beef, 100% grain-free, Complete Semi-moist Adult Dog Food With Tasty and Well Accepted Fresh Beef Meat Suitable for Dogs with Grain Allergies, 5 kg",Wolf of Wilderness,https://www.amazon.co.uk/dp/B07JYN21MW,Pet Supplies,OK,38.56,39.96,4.0%,48223,76738,9,0,4,0,N,5.19,6.70,11.89,25.06,1.60,6.4%,22.22,36.96,0%,World Trader's (66%) / A1F944C8R80CW8,no,4.3,20,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5051139692104,,05051139692104
B00UM9OUAU,"Puppia Neon Dog Harness, Small, Green",Puppia,https://www.amazon.co.uk/dp/B00UM9OUAU,Pet Supplies,OK,21.09,22.30,5.0%,26309,89280,4,0,2,0,Y,1.89,4.00,5.89,13.71,1.49,10.9%,12.67,19.60,100%,Amazon,yes,4.4,364,6,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,8806166938261,,08806166938261
B01N8XRJSA,220V~240V Adjustable Submersible heater external aquarium fish Tank 300w 500w (power:300w),ZUODOOKU,https://www.amazon.co.uk/dp/B01N8XRJSA,Pet Supplies,OK,31.99,31.99,0.0%,58583,86019,4,0,2,0,N,3.04,5.69,8.73,20.79,2.47,11.9%,19.39,29.52,0%,DH-Link (100%) / A2C3J4RVLC761S,yes,3.7,133,3,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,6192411036762,,
B081PJMWPJ,"Eye Envy Cat Tear Stain Remover Starter Kit | Tear Stain Essentials in one kit at a 2-Step System | Lasts 30-45 Days | Solution 2 fl.oz, Applicator Pads 30 Count and Powder 0.5oz",Eye Envy,https://www.amazon.co.uk/dp/B081PJMWPJ,Pet Supplies,OK,27.95,26.91,-4.0%,49537,63622,10,0,2,0,N,3.00,5.06,8.06,18.17,1.72,9.5%,16.57,26.23,0%,Purrsonal Touch (80%) / A3LP4JXCOW2S07,yes,4.0,6,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0892461002521,892461002521,
B0F9DQQBB4,"AIERSA Interactive Cat Toys for Indoor Cats, Cat Ball Launcher with 30 Plush Balls for Bored Adult Cats, Cat Toy Gun with Pom Poms, Cat Lover Gifts for Women",AIERSA,https://www.amazon.co.uk/dp/B0F9DQQBB4,Pet Supplies,OK,21.54,20.93,-3.0%,49670,114667,4,0,2,0,N,2.94,4.08,7.02,14.00,0.52,3.7%,12.10,21.02,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.1,1171,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0CQJSLNC4,Sunydog DIY T-Design Feeding Area Acrylic Farm Insect Villa Mania House Ant Nest Birthday Present Gift,Sunydog,https://www.amazon.co.uk/dp/B0CQJSLNC4,Pet Supplies,OK,33.49,36.31,8.0%,39489,76983,5,0,2,0,N,3.48,5.92,9.40,21.77,2.33,10.7%,20.08,31.16,0%,KIMYILAND (94%) / A9JMGM5G9EPRT,yes,2.5,6,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0G7YVDWSF,"IFOURTHSTYLE Waterproof Dog Winter Warm Coat, Reflective Outdoor Dog Jacket for English Sheepdog,Doberman Dogs (Back Length 50cm)",IFOURTHSTYLE,https://www.amazon.co.uk/dp/B0G7YVDWSF,Pet Supplies,OK,38.99,56.25,31.0%,49629,132401,1,0,2,0,N,3.05,6.77,9.82,25.34,3.83,15.1%,24.31,35.16,0%,LTW-UK (95%) / A2UE25MTP5ZXDH,yes,0.0,0,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0721718257110,721718257110,
B00UAKZ5QY,"Thorowgood / Kent & Masters Spare Gullet Bar S Bar For Cob & Pony Saddles,Red (Wide)",ZKMAGIC,https://www.amazon.co.uk/dp/B00UAKZ5QY,Pet Supplies,OK,31.95,31.95,0.0%,70776,93069,4,0,2,0,N,0.00,5.68,5.68,20.77,5.50,26.5%,21.89,26.45,0%,HeyFarmCountryWear (97%) / A2NHU6TZFRUDK,no,3.6,14,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5306427213852,,
B0GPX4NVMT,LeMieux Loire Fly Hood - Mallow,LeMieux,https://www.amazon.co.uk/dp/B0GPX4NVMT,Pet Supplies,OK,34.95,34.95,0.0%,49661,56854,2,0,2,0,N,3.05,6.14,9.19,22.72,3.04,13.4%,21.46,31.91,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,0.0,0,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5063240133858,,
B00Y9SU022,PRO PLAN Medium & Large Senior Age Defence 7+ Chicken Dry Dog Food 14kg,Pro Plan,https://www.amazon.co.uk/dp/B00Y9SU022,Pet Supplies,HEAVY,51.40,50.44,-2.0%,39514,34836,56,0,11,0,N,6.45,8.68,15.13,33.41,2.86,8.6%,30.23,48.54,26%,Better with Pets (89%) / ANB5WEXIHR548,no,4.3,388,15,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,7613035122796,,07613035122796
B089VH7KZB,Nobby Ceramic Bowl Gradient Red Diameter 15 x 6 cm 0.55 L Pack of 1,Nobby,https://www.amazon.co.uk/dp/B089VH7KZB,Pet Supplies,OK,35.00,35.07,0.0%,64022,64929,10,0,3,0,Y,3.04,6.15,9.19,22.75,3.06,13.4%,21.51,31.94,0%,Shopping Factory (53%) / A3052MH5D55SGL,no,4.2,16,1,N,3,WEAK,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4033766823169,,
B008643RCA,"Gold Label Unisex's GLD0202 Mane, Tail and Coat Lotion, Clear, 5 Litre",Gold Label,https://www.amazon.co.uk/dp/B008643RCA,Pet Supplies,HEAVY,31.68,31.76,0.0%,49626,95716,4,0,6,0,N,3.56,5.64,9.20,20.59,1.89,9.2%,18.73,29.79,0%,Goldstar Leisure Ltd (89%) / A3VZ7ZF5ZTJ,no,5.0,15,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5035236012980,,05035236012980
B07N1RRB18,Pure Feed Company Pure Condition 15kg,napz,https://www.amazon.co.uk/dp/B07N1RRB18,Pet Supplies,OK,31.31,31.28,0.0%,58776,76264,8,0,2,0,N,0.00,5.59,5.59,20.35,5.37,26.4%,21.44,25.94,0%,JHO Supplies (74%) / AQWVEZ1VS08ZZ,no,5.0,3,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060397580047,,
B004LIJWEC,Hailea Aco-318 Air Pump - Ac60,Hailea,https://www.amazon.co.uk/dp/B004LIJWEC,Pet Supplies,OK,35.00,44.00,20.0%,39556,185189,2,0,8,0,N,3.25,6.15,9.40,22.75,2.85,12.5%,21.33,32.15,0%,Highstreethydro (78%) / A1OIR8OY0Z0JCY,yes,4.3,16,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,4250300201492,,
B006T19XYI,Johnsons 4 Joints Extra Strength Liquid for Dogs 100ml 150g - Bulk Deal of 6x,Johnsons,https://www.amazon.co.uk/dp/B006T19XYI,Pet Supplies,OK,30.38,30.41,0.0%,48344,60846,11,0,2,0,N,0.00,5.44,5.44,19.75,5.19,26.3%,20.78,25.19,0%,Superpet Ltd (88%) / A2TJZM2IPQFK92,no,4.8,9,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5000476010348,,
B08XJRDHRJ,"Shires Tempest Newmarket Fleece Horse/Pony Rug - Blue 6'6"" / 78"", Bluee",SHIRES EQUESTRIAN,https://www.amazon.co.uk/dp/B08XJRDHRJ,Pet Supplies,OK,36.79,34.76,-6.0%,49702,124724,4,0,3,0,N,0.00,6.43,6.43,23.91,6.44,26.9%,25.30,30.35,0%,Goldstar Leisure Ltd (89%) / A3VZ7ZF5ZTJ,no,5.0,1,1,N,3,WEAK,N,-,,,KEEPA,5051771736365,,05051771736365
B00L7WMFIA,"Rosewood Abode Dwarf Hamster & Mouse Home, Silver",Rosewood,https://www.amazon.co.uk/dp/B00L7WMFIA,Pet Supplies,OK,53.89,53.89,0.0%,39585,78079,7,0,2,0,Y,5.55,9.06,14.61,35.03,4.25,12.1%,32.73,49.64,74%,Amazon,yes,4.0,788,4,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,"5025659191904, 5054591043392",,05025659191904
B08TS9FMLF,DOOG - Walkie Belt - Navy & Red (WB20),DOOG,https://www.amazon.co.uk/dp/B08TS9FMLF,Pet Supplies,OK,27.44,29.84,8.0%,49901,178634,3,0,5,0,N,2.94,4.99,7.93,17.84,1.68,9.4%,16.26,25.76,0%,OfficialGearDirect (74%) / A3DZPY4D0D72L,no,3.9,43,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0746241356215,746241356215,
B071VR15G2,"K9 Pursuits Pup-Pocket Front Mounted Dog Carrier, Small(Packaging May Vary)",K9 Pursuits,https://www.amazon.co.uk/dp/B071VR15G2,Pet Supplies,OK,24.99,24.99,0.0%,21020,40932,18,0,3,0,Y,3.49,4.61,8.10,16.24,0.65,4.0%,14.08,24.34,75%,PJ Pet Products (81%) / A3R969J8R4SSAT,no,3.7,512,6,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5060447544104,,05060447544104
B072LZD8D9,Lovibond Cyanuric Acid Water Testing Reagent (100 Pack) from Test All Water,Lovibond,https://www.amazon.co.uk/dp/B072LZD8D9,Pet Supplies,OK,31.37,31.37,0.0%,66395,117403,4,0,2,0,N,2.72,5.60,8.32,20.39,2.66,13.1%,19.21,28.71,0%,Labsales (98%) / A38ZPLDLZLM2XR,no,2.9,3,2,Y,5,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,4049991091464,,
B095XLTQ5F,Shires ARMA Anti-Chafe Anatomical Girth with Elastic - Black 52,SHIRES EQUESTRIAN,https://www.amazon.co.uk/dp/B095XLTQ5F,Pet Supplies,OK,37.79,37.71,0.0%,48382,88744,7,0,5,0,N,0.00,6.59,6.59,24.56,6.64,27.0%,26.00,31.15,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,5.0,7,3,N,3,WEAK,N,-,,,KEEPA,5051771738949,,05051771738949
B009757CHI,"Gooby Padded Cold Weather Vest for Small Dogs with Safe Fur Guard Zipper Closure, Medium, Pink",GOOBY,https://www.amazon.co.uk/dp/B009757CHI,Pet Supplies,OK,45.97,39.83,-15.0%,38008,69371,7,0,3,0,Y,2.89,7.85,10.74,29.88,5.35,17.9%,29.36,40.62,15%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.6,3265,5,Y,5,AVERAGE,N,-,MAYBE-ROI,PRICE CHECK; AMAZON CHECK,KEEPA,0841186111483,841186111483,00841186111483
B07D1G1MSX,"MjAMjAM - Premium Wet Food for Cats - Mix Package II - Chicken and Pumpkin, Turkey, Duck and Poultry, Pack of 6 (6 X 400 g), Grain-free with Extra Meat",MjAMjAM,https://www.amazon.co.uk/dp/B07D1G1MSX,Pet Supplies,OK,20.30,20.34,0.0%,66204,114635,2,0,2,0,Y,3.45,3.88,7.33,13.20,-0.22,-1.7%,10.81,20.52,100%,Amazon,yes,4.6,786,8,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,4260512870256,,04260512870256
B0DN1G3WX9,Catit PIXI 6 Servings Stainless Steel Food Bowl Tray 6 Servings,Catit,https://www.amazon.co.uk/dp/B0DN1G3WX9,Pet Supplies,OK,23.51,33.11,29.0%,39640,91863,4,0,2,0,Y,3.26,4.38,7.64,15.28,0.59,3.9%,13.23,22.92,53%,Amazon,yes,5.0,4,5,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0022517437605,022517437605,00022517437605
B06ZZR8DZB,Hy Fieldsafe Head Collar (Cob) (Navy),Hy HEALTH,https://www.amazon.co.uk/dp/B06ZZR8DZB,Pet Supplies,OK,30.04,31.07,3.0%,45610,87916,6,0,4,0,N,3.04,5.39,8.43,19.53,2.08,10.7%,18.01,27.96,0%,UPC Trading (80%) / A32JUGRFXXDAQ3,no,3.4,6,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5027286093255,,
B09DTMHNRB,"Gooby Comfort X Head in Harness - Turquoise, Medium - No Pull Small Dog Harness Patented Choke-Free X Frame - On The Go Dog Harness for Medium Dogs No Pull or Small Dogs for Indoor and Outdoor Use",GOOBY,https://www.amazon.co.uk/dp/B09DTMHNRB,Pet Supplies,OK,30.95,32.81,6.0%,39663,79093,8,0,2,0,Y,1.88,5.53,7.41,20.12,3.42,17.0%,19.62,27.53,100%,Amazon EU (0%) / A30DC7701CXIBH,no,4.3,1131,6,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0841186108032,841186108032,00841186108032
B07XVMHFKH,Life Data® Labs Farrier ́s Formula® Original 5 kg Horse Food Hoof Growth Hooves,Life Data,https://www.amazon.co.uk/dp/B07XVMHFKH,Pet Supplies,HEAVY,54.99,54.59,-1.0%,39689,22547,39,0,5,0,N,3.56,9.24,12.80,35.74,6.45,18.0%,35.16,48.54,0%,Leeders Animal Supplies Ltd (89%) / A3BA,no,4.8,11,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,0745680014113,745680014113,
B004FGAV2W,"Petlife Safebed Paper Wool Small Animal Bedding for Rabbit, 10 Kg",Safebed Paper Wool,https://www.amazon.co.uk/dp/B004FGAV2W,Pet Supplies,HEAVY,42.50,45.44,6.0%,39696,39473,25,0,2,0,N,7.05,7.31,14.36,27.63,0.51,1.8%,23.45,41.99,11%,Larton Livery Ltd (91%) / A2098JCYTY1JCZ,no,4.3,42,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5023620000781,,05023620000781
B09FPXLGJS,Gamma+ Faper DLC Black Diamond Fixed Blade for Clipper,GAMMAPIU',https://www.amazon.co.uk/dp/B09FPXLGJS,Pet Supplies,OK,33.95,33.37,-2.0%,39714,78798,7,0,4,0,N,1.87,5.99,7.86,22.07,4.03,18.2%,21.74,29.92,0%,The Tyndale Group (VAT Registered) (100%,yes,4.4,60,3,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,8021660015663,,
B0DP1KWF2L,"RUFFWEAR Gnawt-A-Stick Latex Dog Toy, Rubber Stick Dog Chew Toy for Pet Dogs, Premium Pet Toys & Boredom Breakers, Animal Enrichment & Fetch Training for Puppy & Adult, Salamander Orange, One Size",RUFFWEAR,https://www.amazon.co.uk/dp/B0DP1KWF2L,Pet Supplies,OK,24.95,35.86,30.0%,91776,94189,2,0,3,0,N,3.26,4.60,7.86,16.22,0.87,5.4%,14.24,24.08,0%,Ruffwear Europe (97%) / A22HM7YYH0O8CH,yes,3.7,129,5,N,4,AVERAGE,Y,-,MAYBE-ROI,,KEEPA,0748960000103,748960000103,00748960000103
B01MY31MXW,PetStandard Filters for Petmate Fresh Flow Pet Fountains (12 Pack),PET STANDARD,https://www.amazon.co.uk/dp/B01MY31MXW,Pet Supplies,OK,25.15,25.30,1.0%,49803,77686,7,0,3,0,N,1.89,4.63,6.52,16.35,2.28,13.9%,15.52,22.87,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.6,4893,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0852512002436,852512002436,00852512002436
B0CRF2973H,"Runner for Yard, Double Shock Absorption Trolley System for Large Dogs, Heavy Duty 120FT Tie Out Run Cable with 10FT Leads, Up to 250LBS, Aerial Zipline for Outside, Camping",Duckygoo,https://www.amazon.co.uk/dp/B0CRF2973H,Pet Supplies,OK,34.44,36.48,6.0%,82003,165897,3,0,2,0,N,3.27,6.07,9.34,22.39,2.71,12.1%,20.92,31.73,0%,putianshilichengquxingzhizhuomaoyiyouxia,no,4.4,299,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0CY1MYCBS,"Majestic Ally 1000D Nylon Reflective English Saddle Carry Bag, Red, Utility",Majestic Ally,https://www.amazon.co.uk/dp/B0CY1MYCBS,Pet Supplies,OK,59.95,59.95,0.0%,58985,90782,3,0,2,0,N,3.37,10.00,13.37,38.97,7.61,19.5%,38.81,52.34,0%,MARYNIL (67%) / A2U3NFK3VMO93B,yes,5.0,4,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060986702454,,
B07L8FGH4V,Zerodis Aquarium Protein Skimmer Fish Tank Oil Protein Skimmer Remover Mini Filter for Small Coral Aquarium Plant Water Tank(#2),Zerodis,https://www.amazon.co.uk/dp/B07L8FGH4V,Pet Supplies,OK,19.09,19.39,2.0%,74153,76822,6,0,2,0,N,3.04,3.69,6.73,12.41,-0.05,-0.4%,10.30,19.14,0%,Aeuyweu (99%) / A1I5R2VMZGY1HD,yes,4.1,18,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK; PRICE DRIFT,KEEPA,0736077243148,736077243148,
B0DXRC8QSJ,"L&J Pets Uk Light leather Dog Muzzle for English Bulldog and Other dogs with short snout (B3/ BA, Black Leather)",L&J Pets Uk,https://www.amazon.co.uk/dp/B0DXRC8QSJ,Pet Supplies,OK,27.99,27.99,0.0%,63017,74743,2,0,2,0,N,3.04,5.07,8.11,18.19,1.68,9.3%,16.56,26.31,0%,L&JPetsuk (91%) / A1OFI7D10TU0D0,no,3.6,44,8,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5061070643752,,
B01C6UM8JC,"Acana Sport and Agility Dog Food, 11.4 kg",Acana,https://www.amazon.co.uk/dp/B01C6UM8JC,Pet Supplies,HEAVY,69.84,72.03,3.0%,122678,73614,10,0,3,0,N,6.00,11.53,17.53,45.40,6.91,15.2%,43.59,62.93,0%,Vetsend (83%) / A25J7RF53SVS4L,no,4.4,229,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,0064992530112,064992530112,00064992530112
B00KMXYE0W,"Fluff & Tuff, Ike Pheasant, Durable Plush Dog Toy",Fluff & Tuff,https://www.amazon.co.uk/dp/B00KMXYE0W,Pet Supplies,OK,25.99,35.20,26.0%,39775,74227,3,0,2,0,N,2.98,4.76,7.74,16.89,1.35,8.0%,15.20,24.64,0%,Rovers Kit (100%) / A1HKLIUCJVSHDQ,yes,4.6,349,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0858961710342,858961710342,00858961710342
B0075H02GS,Pettex Premium Grey Clumping Cat Litter - 6 x 3kg,Pettex,https://www.amazon.co.uk/dp/B0075H02GS,Pet Supplies,OK,22.75,20.02,-14.0%,55784,56561,15,0,2,0,N,2.10,4.26,6.36,14.79,1.60,10.8%,13.66,21.15,0%,UK Direct 247 (78%) / A24NGU5R55LIUJ,no,4.0,71,1,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,5019093000052,,
B09M7NDTCN,Eden Holistic Pet Foods Wet Dog Food Salmon & Pheasant 6x 400g Bulk Purchase Excellent Food Score High Meat Content Trusted Manufacture,Eden Holistic Pet Foods,https://www.amazon.co.uk/dp/B09M7NDTCN,Pet Supplies,OK,29.99,29.99,0.0%,38069,75163,6,0,2,0,N,0.00,5.38,5.38,19.49,5.11,26.2%,20.51,24.88,0%,Leeders Animal Supplies Ltd (89%) / A3BA,no,4.3,12,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060438811024,,
B0C7127BTR,"Bucchelli 32MM 1 1/4"" Cut Wide Clipper Guard Attachment for A5 Type Blade | Stainless Steel Blade for Professional Groomers and Stylist | Snap-On/Off Design (WIDECOMB 32MM)",Bucchelli,https://www.amazon.co.uk/dp/B0C7127BTR,Pet Supplies,OK,34.55,36.77,6.0%,57200,78743,3,0,8,0,N,2.94,6.09,9.03,22.46,3.07,13.7%,21.27,31.48,0%,SWIFTBAY GLOBAL LTD (40%) / A24IACQQ2ALZ,no,5.0,9,6,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,
B0DYK9PGJ3,Kisangel Fish Tank Light Holder Mount Aluminum Alloy Stand Versatile Aquarium Lighting Simple Assembly,Kisangel,https://www.amazon.co.uk/dp/B0DYK9PGJ3,Pet Supplies,OK,30.99,29.63,-5.0%,55986,55680,12,0,2,0,N,2.72,5.53,8.25,20.14,2.59,12.9%,18.95,28.40,0%,Banquetan (83%) / A8XDYTV6OL77Q,yes,3.9,2,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B07X5D15L1,"DINGO GEAR Nylcot Bite Tug for Dog Training K9 IGP & Fun, 1 Handle, Orange 20 x 7 cm",DINGO GEAR WWW.DINGOGEAR.COM 1977,https://www.amazon.co.uk/dp/B07X5D15L1,Pet Supplies,OK,25.69,25.27,-2.0%,85205,74017,6,0,3,0,Y,3.00,4.72,7.72,16.70,1.28,7.6%,14.98,24.41,91%,Amazon,yes,4.3,253,9,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5904760900868,,05904760900868
B0B3J17NWJ,"Dog Puzzle Snuffle Mat Toys, Squeaky Enrichment Rope Crinkle Treat Dispensing Stuffless Chew Durable Tug Toy for Small, Medium Large Dog, Slow Feeder Boredom and Mental Stimulation Dog Toy, Burrito",lilfrd,https://www.amazon.co.uk/dp/B0B3J17NWJ,Pet Supplies,OK,22.46,24.73,9.0%,49890,79383,1,0,4,0,N,2.94,4.21,7.15,14.60,0.71,4.9%,12.76,21.75,0%,EGNC LTD (76%) / A3TTZ9OREHA04H,no,4.2,1389,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,
B0CPJ9YS7P,Boosie Organic Sea Buckthorn Oil for Dogs and Cats 30ml - Supports Eye and Vision Health - Promotes Healthy Coat and Skin - 100% Natural without Additives or Preservatives - Pet Nutrition,Boosie,https://www.amazon.co.uk/dp/B0CPJ9YS7P,Pet Supplies,OK,29.99,29.99,0.0%,39806,39622,10,0,2,0,N,2.72,5.38,8.10,19.49,2.39,12.3%,18.24,27.60,0%,Erbology (95%) / ALKYLADTZXTB3,yes,4.2,43,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0BZH8B7FY,"LIONROGE Car Back Seat Extender for Large Dogs up to 200lbs,Dog Car Back & Front Seat Extender with Storage,Prevent Your Dogs from Falling Off The Seat",LIONROGE,https://www.amazon.co.uk/dp/B0BZH8B7FY,Pet Supplies,OK,36.24,55.51,35.0%,30971,73174,9,0,3,0,N,4.80,6.35,11.15,23.56,1.54,6.5%,20.91,34.70,0%,PuTianChengXiangChaPengXueMaoYiYouXianGo,no,4.4,111,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0757725240937,757725240937,
B0GGJXHL5D,"Chester's Premium Working Dog Wet Food in Jelly – 24 x 400g Cans | Chicken, Beef & Lamb Variety | High-Protein Complete Meal for Active Dogs",ark future,https://www.amazon.co.uk/dp/B0GGJXHL5D,Pet Supplies,HEAVY,29.99,29.99,0.0%,59168,86076,3,0,2,0,N,6.07,5.38,11.45,19.49,-0.96,-4.9%,15.45,30.95,0%,Ark future (76%) / A1VJ9UJ1VBXYVG,no,0.0,0,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0CGRBDRJS,"vidaXL White Aquarium Stand - Engineered Wood Fish Tank Stand with Storage, Decorative Display Area for Ornamental Fish or Aquatic Plants, 36x75x72.5 cm",vidaXL,https://www.amazon.co.uk/dp/B0CGRBDRJS,Pet Supplies,HEAVY,43.99,48.30,9.0%,49894,86954,7,0,10,0,N,6.82,7.54,14.36,28.59,1.04,3.6%,24.69,42.95,0%,vidaXL UK (85%) / A27JMYAV17VOL1,no,4.2,17,8,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,8720845418496,,08720845418496
B08TVHH7T7,Buffer / EC Calibration solution Fluid Bluelab Standard 2.77 EC (500ml),Bluelab,https://www.amazon.co.uk/dp/B08TVHH7T7,Pet Supplies,OK,22.99,22.99,0.0%,72750,103108,5,0,3,0,N,3.04,4.30,7.34,14.94,0.71,4.7%,13.04,22.28,0%,One Stop Grow Shop (77%) / AQR5XY157PE60,no,4.2,5,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,9421024921194,,
B0FRN7BVYF,"Julius-K9 Retractable Dog Lead, M - 5 m Tape, White/Orange – anti-slip handle, ribbon leash, extandable, one handed brake, pause, lock, reflective ribbon, tangle free, heavy duty",Julius-K9,https://www.amazon.co.uk/dp/B0FRN7BVYF,Pet Supplies,OK,20.75,18.31,-13.0%,49133,47193,12,0,2,0,Y,2.94,3.95,6.89,13.49,0.37,2.8%,11.55,20.38,100%,Amazon,yes,1.0,1,7,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,PRICE CHECK; AMAZON CHECK; LOW SELLER CHECK,KEEPA,5998274317205,,
B01G93IYJU,"Shires Flexi Grazer Grass Grazing Muzzle in Navy Pony, Navy",Shires,https://www.amazon.co.uk/dp/B01G93IYJU,Pet Supplies,OK,29.19,29.67,2.0%,26698,135951,2,0,2,0,N,3.48,5.26,8.74,18.97,1.48,7.8%,17.04,27.71,0%,Goldstar Leisure Ltd (89%) / A3VZ7ZF5ZTJ,no,3.4,17,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"5051771488868, 5051771488875",,05051771488868
B0B31T3212,Royal Canin Sensory Feel in Jelly Wet Cat 85g (Pack of 48),ROYAL CANIN,https://www.amazon.co.uk/dp/B0B31T3212,Pet Supplies,OK,50.18,52.86,5.0%,39837,81659,8,0,4,0,N,3.02,8.50,11.52,32.62,6.04,18.5%,32.22,44.14,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,3.8,2,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,9003579018996,,
B0B31WS41F,Royal Canin Sensory Feel in Gravy Wet Cat Food for Picky Cats 85g (Pack of 48),ROYAL CANIN,https://www.amazon.co.uk/dp/B0B31WS41F,Pet Supplies,OK,48.68,52.14,7.0%,49892,69210,11,0,5,0,N,2.08,8.26,10.34,31.64,6.70,21.2%,31.95,41.98,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,5.0,2,8,N,4,AVERAGE,N,-,,,KEEPA,9003579018941,,09003579018941
B0F7R6WX8K,Royal Canin British Shorthair in GRAVY Wet Adult Cat Food (48 x 85g),ROYAL CANIN,https://www.amazon.co.uk/dp/B0F7R6WX8K,Pet Supplies,OK,47.29,49.24,4.0%,39842,38032,38,0,6,0,N,0.00,8.05,8.05,30.74,8.50,27.6%,32.70,38.79,0%,T&L TRADE LTD (46%) / A1K1BXRD8GMXFE,no,3.7,4,8,N,4,AVERAGE,N,-,,,KEEPA,3182559318977,,
